Name,month,close,ret
A,2013-03-01,41.97,0.011743693984172967
A,2013-04-01,41.44,-0.012708479394271865
A,2013-05-01,45.45,0.09236622267226029
A,2013-06-01,42.76,-0.06100973446664347
A,2013-07-01,44.73,0.045041331287912205
A,2013-08-01,46.64,0.04181412459748024
A,2013-09-01,51.25,0.09425707597628058
A,2013-10-01,50.76,-0.009606975172330657
A,2013-11-01,53.57,0.05388056704668211
A,2013-12-01,57.19,0.0653898480343558
A,2014-01-01,58.15,0.016646821037448523
A,2014-02-01,56.93,-0.021203436001682934
A,2014-03-01,55.92,-0.01790034503743566
A,2014-04-01,54.04,-0.03419758483355676
A,2014-05-01,56.94,0.05227356875789339
A,2014-06-01,57.44,0.008742842890077138
A,2014-07-01,56.09,-0.023783381219723117
A,2014-08-01,57.16,0.018896809541421013
A,2014-09-01,56.98,-0.0031540239919044723
A,2014-10-01,55.28,-0.030289149610347666
A,2014-11-01,42.74,-0.25727592956841283
A,2014-12-01,40.94,-0.04302766965785815
A,2015-01-01,37.77,-0.08059244350877778
A,2015-02-01,42.21,0.11114202307004191
A,2015-03-01,41.55,-0.01575963849295032
A,2015-04-01,41.37,-0.004341540828137013
A,2015-05-01,41.19,-0.004360472025330712
A,2015-06-01,38.58,-0.06546150097040634
A,2015-07-01,40.95,0.059617802821495536
A,2015-08-01,36.31,-0.12025862487283406
A,2015-09-01,34.33,-0.05607357795664388
A,2015-10-01,37.76,0.09523073380769934
A,2015-11-01,41.82,0.1021243527231876
A,2015-12-01,41.81,-2.3914863201387654e-4
A,2016-01-01,37.65,-0.10480259112257112
A,2016-02-01,37.35,-0.008000042667076152
A,2016-03-01,39.85,0.06478949365739768
A,2016-04-01,40.92,0.026496535847201692
A,2016-05-01,45.89,0.11462828732331631
A,2016-06-01,44.36,-0.033909065924575835
A,2016-07-01,48.11,0.08115189322919611
A,2016-08-01,46.98,-0.0237680764805957
A,2016-09-01,47.09,0.0023386850246966944
A,2016-10-01,43.57,-0.07769182412611259
A,2016-11-01,43.98,0.009366144997264264
A,2016-12-01,45.56,0.03529515345236641
A,2017-01-01,48.97,0.0721777271352445
A,2017-02-01,51.3,0.04648288646249791
A,2017-03-01,52.87,0.030145318070635065
A,2017-04-01,55.05,0.04040579292133019
A,2017-05-01,60.34,0.09175337056222624
A,2017-06-01,59.31,-0.017217307880279812
A,2017-07-01,59.79,0.008060497042177726
A,2017-08-01,64.72,0.0792318498574232
A,2017-09-01,64.2,-0.008067062054320739
A,2017-10-01,68.03,0.05794557366105393
A,2017-11-01,69.24,0.017629945951039002
A,2017-12-01,66.97,-0.03333397238604966
A,2018-01-01,73.43,0.09208781354156044
A,2018-02-01,68.06,-0.07594290239075953
AAL,2013-03-01,16.97,0.23395606871098876
AAL,2013-04-01,16.9,-0.00413345731710723
AAL,2013-05-01,17.57,0.038879280269978084
AAL,2013-06-01,16.42,-0.06769279817472351
AAL,2013-07-01,19.35,0.16419231545150864
AAL,2013-08-01,16.16,-0.1801533663828416
AAL,2013-09-01,18.96,0.15979244373392637
AAL,2013-10-01,21.97,0.14734638956964294
AAL,2013-11-01,23.48,0.06647110856337694
AAL,2013-12-01,25.25,0.07267716076147306
AAL,2014-01-01,33.55,0.28421070769632184
AAL,2014-02-01,36.93,0.09598736544678105
AAL,2014-03-01,36.6,-0.008975988457151168
AAL,2014-04-01,35.07,-0.04270217625523386
AAL,2014-05-01,40.16,0.1355254112313869
AAL,2014-06-01,42.96,0.06739797481713564
AAL,2014-07-01,38.85,-0.10056137338695276
AAL,2014-08-01,38.881,7.976226124331939e-4
AAL,2014-09-01,35.48,-0.091536541984711
AAL,2014-10-01,41.35,0.15310326402832164
AAL,2014-11-01,48.53,0.16010974194742453
AAL,2014-12-01,53.63,0.09992644957770905
AAL,2015-01-01,49.08,-0.0886569931521232
AAL,2015-02-01,47.9,-0.024336115425841166
AAL,2015-03-01,52.78,0.09701682665830852
AAL,2015-04-01,48.285,-0.08901137765629687
AAL,2015-05-01,42.37,-0.13068038878041327
AAL,2015-06-01,39.935,-0.059187432269115464
AAL,2015-07-01,40.1,0.004123201943171293
AAL,2015-08-01,38.98,-0.028327640233108877
AAL,2015-09-01,38.83,-0.0038555503358387337
AAL,2015-10-01,46.22,0.17421946110265882
AAL,2015-11-01,41.26,-0.11351909720312889
AAL,2015-12-01,42.35,0.026074913454957813
AAL,2016-01-01,38.99,-0.08266321810355737
AAL,2016-02-01,41,0.05026686370980181
AAL,2016-03-01,41.01,2.4387269966008016e-4
AAL,2016-04-01,34.69,-0.16736447842230953
AAL,2016-05-01,31.91,-0.08353202069150616
AAL,2016-06-01,28.31,-0.1197043411663439
AAL,2016-07-01,35.5,0.22631759735756196
AAL,2016-08-01,36.3,0.022285044789434955
AAL,2016-09-01,36.61,0.008503685861339707
AAL,2016-10-01,40.6,0.10344663947554225
AAL,2016-11-01,46.44,0.1343930902220038
AAL,2016-12-01,46.69,0.0053688521531549405
AAL,2017-01-01,44.25,-0.053674637528907033
AAL,2017-02-01,46.36,0.0465816470176125
AAL,2017-03-01,42.3,-0.09164993241931875
AAL,2017-04-01,42.62,0.007536540618238805
AAL,2017-05-01,48.41,0.12738277728113193
AAL,2017-06-01,50.32,0.03869620844058227
AAL,2017-07-01,50.44,0.002381898704533674
AAL,2017-08-01,44.74,-0.11991655503473518
AAL,2017-09-01,47.49,0.059651206499046934
AAL,2017-10-01,46.82,-0.014208700498265782
AAL,2017-11-01,50.49,0.07546483480805967
AAL,2017-12-01,52.03,0.03004517843138778
AAL,2018-01-01,54.32,0.043072007948228574
AAL,2018-02-01,51.4,-0.0552543107893213
AAP,2013-03-01,82.65,0.07941777694994948
AAP,2013-04-01,83.88,0.014772381766685893
AAP,2013-05-01,81.52,-0.028538817119249826
AAP,2013-06-01,81.17,-0.004302668141385008
AAP,2013-07-01,82.49,0.016131353099555983
AAP,2013-08-01,80.07,-0.029775821788097928
AAP,2013-09-01,82.68,0.032076482729025274
AAP,2013-10-01,99.18,0.18195864624742034
AAP,2013-11-01,101.01,0.018283140780105
AAP,2013-12-01,110.68,0.09142363307763235
AAP,2014-01-01,114.81,0.03663543318699539
AAP,2014-02-01,127.36,0.10373913399035226
AAP,2014-03-01,126.5,-0.00677541392849795
AAP,2014-04-01,121.29,-0.042057935846785646
AAP,2014-05-01,124.17,0.023467222107961486
AAP,2014-06-01,134.92,0.0830304157646987
AAP,2014-07-01,121.11,-0.10798278666049023
AAP,2014-08-01,136.42,0.11903913869361396
AAP,2014-09-01,130.3,-0.045898878095773636
AAP,2014-10-01,146.96,0.12032095677607074
AAP,2014-11-01,147.08,8.162155262010373e-4
AAP,2014-12-01,159.28,0.07968700332286954
AAP,2015-01-01,159,-0.001759457535709316
AAP,2015-02-01,154.93,-0.025930800212030994
AAP,2015-03-01,149.69,-0.03440691308105613
AAP,2015-04-01,143,-0.04572185866723709
AAP,2015-05-01,153.22,0.0690301668287676
AAP,2015-06-01,159.29,0.03885164321787209
AAP,2015-07-01,174.21,0.08953502774552133
AAP,2015-08-01,175.25,0.0059520578626313415
AAP,2015-09-01,189.53,0.07833379742350943
AAP,2015-10-01,198.43,0.04588906975895204
AAP,2015-11-01,162.73,-0.19834400742463795
AAP,2015-12-01,150.51,-0.07806285850825172
AAP,2016-01-01,152.05,0.010179886959102515
AAP,2016-02-01,148.44,-0.024028577930976895
AAP,2016-03-01,160.34,0.07711572442240881
AAP,2016-04-01,156.1,-0.02679973309341928
AAP,2016-05-01,153.84,-0.014583726240862025
AAP,2016-06-01,161.63,0.04939667114119289
AAP,2016-07-01,169.86,0.04966479593014608
AAP,2016-08-01,157.38,-0.07631130524502606
AAP,2016-09-01,149.12,-0.05391191216955614
AAP,2016-10-01,140.08,-0.06253766295968456
AAP,2016-11-01,169.72,0.1919363323565276
AAP,2016-12-01,169.12,-0.0035414982121965504
AAP,2017-01-01,164.24,-0.029279749411249327
AAP,2017-02-01,156.61,-0.047570134232335616
AAP,2017-03-01,148.26,-0.05479114924976901
AAP,2017-04-01,142.14,-0.042155001829824595
AAP,2017-05-01,133.63,-0.06173770060577943
AAP,2017-06-01,116.59,-0.13641127984776943
AAP,2017-07-01,112.01,-0.04007535392155188
AAP,2017-08-01,97.9,-0.13464160348718343
AAP,2017-09-01,99.2,0.013191464754362283
AAP,2017-10-01,81.74,-0.19359453615469602
AAP,2017-11-01,101,0.2115770387051282
AAP,2017-12-01,99.69,-0.01305514580664686
AAP,2018-01-01,116.99,0.16002309002489756
AAP,2018-02-01,109.93,-0.06224466146873767
AAPL,2013-03-01,63.2371,0.002850489125855454
AAPL,2013-04-01,63.2542,2.70374327786403e-4
AAPL,2013-05-01,64.2478,0.01558595337885552
AAPL,2013-06-01,56.6471,-0.12590668730718343
AAPL,2013-07-01,64.6471,0.13210245265311274
AAPL,2013-08-01,69.6022,0.07385292874633859
AAPL,2013-09-01,68.1071,-0.021714709871817665
AAPL,2013-10-01,74.6716,0.09201836626848253
AAPL,2013-11-01,79.4385,0.06188330495053934
AAPL,2013-12-01,80.1456,0.008861843097245244
AAPL,2014-01-01,71.5142,-0.11394894910074893
AAPL,2014-02-01,75.1771,0.049950631923262864
AAPL,2014-03-01,76.6771,0.019756434649438447
AAPL,2014-04-01,84.2985,0.09476097330257836
AAPL,2014-05-01,90.4285,0.07019541194393951
AAPL,2014-06-01,92.93,0.027287038370112544
AAPL,2014-07-01,95.6,0.028326298488107603
AAPL,2014-08-01,102.5,0.06968997852110738
AAPL,2014-09-01,100.75,-0.01722059775167052
AAPL,2014-10-01,108,0.06948902629742724
AAPL,2014-11-01,118.93,0.09640385761493425
AAPL,2014-12-01,110.38,-0.07460612672779882
AAPL,2015-01-01,117.16,0.05961156394817751
AAPL,2015-02-01,128.46,0.0920770498701137
AAPL,2015-03-01,124.43,-0.03187426304210659
AAPL,2015-04-01,125.15,0.0057697090902433055
AAPL,2015-05-01,130.28,0.04017296253024947
AAPL,2015-06-01,125.425,-0.03797801003771607
AAPL,2015-07-01,121.3,-0.0334411544203122
AAPL,2015-08-01,112.76,-0.07300514970409262
AAPL,2015-09-01,110.3,-0.022057739986455122
AAPL,2015-10-01,119.5,0.08011244511210869
AAPL,2015-11-01,118.3,-0.010092600387224314
AAPL,2015-12-01,105.26,-0.1167902910587081
AAPL,2016-01-01,97.34,-0.07822347552032467
AAPL,2016-02-01,96.69,-0.006700019909852109
AAPL,2016-03-01,108.99,0.11974615040576402
AAPL,2016-04-01,93.74,-0.15073114240666013
AAPL,2016-05-01,99.86,0.06324421257790322
AAPL,2016-06-01,95.6,-0.04359638501510771
AAPL,2016-07-01,104.21,0.08623527394698048
AAPL,2016-08-01,106.1,0.017973951615601315
AAPL,2016-09-01,113.05,0.06344815310404144
AAPL,2016-10-01,113.54,0.004324999018601498
AAPL,2016-11-01,110.52,-0.026958697687364478
AAPL,2016-12-01,115.82,0.046840761742427975
AAPL,2017-01-01,121.35,0.04664167037496659
AAPL,2017-02-01,136.99,0.12122899829068788
AAPL,2017-03-01,143.66,0.047541466183357216
AAPL,2017-04-01,143.65,-6.961122135696305e-5
AAPL,2017-05-01,152.76,0.061488276932016785
AAPL,2017-06-01,144.02,-0.05891588353659461
AAPL,2017-07-01,148.73,0.03218040278378573
AAPL,2017-08-01,164,0.09773384621969183
AAPL,2017-09-01,154.12,-0.06213490806624152
AAPL,2017-10-01,169.04,0.09240385354984441
AAPL,2017-11-01,171.85,0.016486629988041575
AAPL,2017-12-01,169.23,-0.01536326687584849
AAPL,2018-01-01,167.43,-0.010693382951542386
AAPL,2018-02-01,159.54,-0.04827067898546856
ABBV,2013-03-01,40.78,0.09943835551165768
ABBV,2013-04-01,46.05,0.12153599755500658
ABBV,2013-05-01,42.69,-0.07576306193144516
ABBV,2013-06-01,41.34,-0.032134146516248345
ABBV,2013-07-01,45.48,0.09544211462871294
ABBV,2013-08-01,42.61,-0.0651837013705146
ABBV,2013-09-01,44.73,0.048555449932936014
ABBV,2013-10-01,48.45,0.07988792089201872
ABBV,2013-11-01,48.45,0
ABBV,2013-12-01,52.81,0.08616822838206648
ABBV,2014-01-01,49.23,-0.07019737294873267
ABBV,2014-02-01,50.91,0.03355617414413549
ABBV,2014-03-01,51.4,0.00957880454687473
ABBV,2014-04-01,52.08,0.013142825439194332
ABBV,2014-05-01,54.33,0.042295562663118
ABBV,2014-06-01,56.44,0.038101566421181614
ABBV,2014-07-01,52.34,-0.07541722988261336
ABBV,2014-08-01,55.28,0.054650282357414585
ABBV,2014-09-01,57.76,0.04388531512515637
ABBV,2014-10-01,63.46,0.09411329157047885
ABBV,2014-11-01,69.2,0.08659107646857438
ABBV,2014-12-01,65.44,-0.0558671703291323
ABBV,2015-01-01,60.35,-0.08097274475095102
ABBV,2015-02-01,60.5,0.002482417493255137
ABBV,2015-03-01,58.54,-0.03293308377305596
ABBV,2015-04-01,64.66,0.09943249103354725
ABBV,2015-05-01,66.59,0.02941164382524401
ABBV,2015-06-01,67.19,0.008970010809527602
ABBV,2015-07-01,70.01,0.041113662057047806
ABBV,2015-08-01,62.41,-0.11491257004315468
ABBV,2015-09-01,54.41,-0.13717755844811771
ABBV,2015-10-01,59.55,0.09026833530347511
ABBV,2015-11-01,58.15,-0.023790416836635676
ABBV,2015-12-01,59.24,0.018571110434924567
ABBV,2016-01-01,54.9,-0.07608364088411311
ABBV,2016-02-01,54.61,-0.0052963323514225655
ABBV,2016-03-01,57.12,0.044937301867266605
ABBV,2016-04-01,61,0.06571954614198229
ABBV,2016-05-01,62.93,0.03114913336553097
ABBV,2016-06-01,61.91,-0.016341280007701492
ABBV,2016-07-01,66.23,0.06745181496574737
ABBV,2016-08-01,64.1,-0.0326891685702639
ABBV,2016-09-01,63.07,-0.01619914325106441
ABBV,2016-10-01,55.78,-0.12282983847621692
ABBV,2016-11-01,60.8,0.08617440677277834
ABBV,2016-12-01,62.62,0.029494926926138365
ABBV,2017-01-01,61.11,-0.024409196991435417
ABBV,2017-02-01,61.84,0.011874885372342337
ABBV,2017-03-01,65.16,0.052295379454677694
ABBV,2017-04-01,65.94,0.01189945390974064
ABBV,2017-05-01,66.02,0.0012124887814618955
ABBV,2017-06-01,72.51,0.09376675695845454
ABBV,2017-07-01,69.91,-0.03651578285960771
ABBV,2017-08-01,75.3,0.07427143428195411
ABBV,2017-09-01,88.86,0.1655819627019145
ABBV,2017-10-01,90.25,0.015521499705227784
ABBV,2017-11-01,96.92,0.07130229873533472
ABBV,2017-12-01,96.71,-0.0021690862194531837
ABBV,2018-01-01,112.22,0.14874442059395415
ABBV,2018-02-01,113.62,0.012398316806154996
ABC,2013-03-01,51.45,0.08621656968854895
ABC,2013-04-01,54.12,0.050593341022528486
ABC,2013-05-01,54.08,-0.00073937156787863285
ABC,2013-06-01,55.83,0.031846927587560477
ABC,2013-07-01,58.27,0.04277602183271392
ABC,2013-08-01,56.92,-0.023440607933331265
ABC,2013-09-01,61.1,0.07086509295589796
ABC,2013-10-01,65.33,0.06693948267510931
ABC,2013-11-01,70.53,0.07658680236742885
ABC,2013-12-01,70.31,-0.0031241150090178843
ABC,2014-01-01,67.22,-0.04494321391411042
ABC,2014-02-01,67.85,0.009328563983918419
ABC,2014-03-01,65.59,-0.03387614097523393
ABC,2014-04-01,65.18,-0.0062705718962285965
ABC,2014-05-01,73.18,0.11576948618164531
ABC,2014-06-01,72.66,-0.007131132798004981
ABC,2014-07-01,76.91,0.05684488027590656
ABC,2014-08-01,77.39,0.006221666213405348
ABC,2014-09-01,77.3,-0.0011636176889915724
ABC,2014-10-01,85.41,0.09976923436467962
ABC,2014-11-01,91.05,0.06394561621556116
ABC,2014-12-01,90.16,-0.009822936442096072
ABC,2015-01-01,95.05,0.05281719920291727
ABC,2015-02-01,102.76,0.07799310330724464
ABC,2015-03-01,113.67,0.1009033414569363
ABC,2015-04-01,114.3,0.005527057102145793
ABC,2015-05-01,112.56,-0.015340157994631313
ABC,2015-06-01,106.34,-0.056844904729941206
ABC,2015-07-01,105.75,-0.0055636901498050785
ABC,2015-08-01,100.04,-0.05550771191696897
ABC,2015-09-01,94.99,-0.05179848310732738
ABC,2015-10-01,96.51,0.015875007016953633
ABC,2015-11-01,98.64,0.021830228937044067
ABC,2015-12-01,103.71,0.05012168374555385
ABC,2016-01-01,89.56,-0.14668975087108874
ABC,2016-02-01,86.62,-0.03337805594407346
ABC,2016-03-01,86.55,-8.084541642623983e-4
ABC,2016-04-01,85.1,-0.016895246042889816
ABC,2016-05-01,74.98,-0.12660562427156236
ABC,2016-06-01,79.32,0.056268892343829154
ABC,2016-07-01,85.19,0.07139375240315393
ABC,2016-08-01,86.97,0.020679175546924642
